subjId,Job_title_Coded,received_training_from_cadre,ebps_received_training_from_cadre,primary_intervention,secondary_intervention,tertiary_intervention,ebp_count,ebP_name,ebP_rename,ebP_abbrev,pct_correct,pct_fidelity,cadre_trained_ebp,intervention_no,intervention_1,intervention_2,intervention_3,intervention_extra,filter_$,cadre_train,cadre_train_yes,filter_$3,pct_fid_reflect,pct_fid_reflect_sqrt,pct_fid_reflect_lg,above_85_fid,pct_fid_3,above_80_fid,ebpP2,district,Job_title_Coded_S,received_training_from_cadre_S,ebps_received_training_from_cadre_S,primary_intervention_S,secondary_intervention_S,tertiary_intervention_S,survey,status,selpa_final,district_final,district_size,gender,ethnicity,race,age,selpa_code,Job_title_code,Setting,Role_Coded,Role,Job_Title,Credential,Edu_level,selpa_level,district_level,school_level,SELPA_List_original,EBP_know,exp_ASD,SELPA_List,selpa_list_code
CAP1038,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Social Skills Training (SST),Modeling (MD),3,Modeling,Modeling,MD,75,94.73684211,0,3, , ,3, ,0,1,0,1,6.263157895,2.874570906,0.861125485,1,2,1,R_3nqpalAbVD4QL0R,R_2vcwJQsaivFLxM8,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Social Skills Training (SST),Modeling (MD),ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Female,No,White,45 - 54,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Mild Moderate,Masters,District,at one individual school site,Post Secondary (18-22), ,Moderate knowledge,Extensive hands-on experience working with students with autism,Napa County SELPA,33
CAP1038,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Social Skills Training (SST),Modeling (MD),3,Social Skills Training,Social Skills Training,SST,75,100,0,2, ,2, , ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_3nqpalAbVD4QL0R,R_2vcwJQsaivFLxM8,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Social Skills Training (SST),Modeling (MD),ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Female,No,White,45 - 54,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Mild Moderate,Masters,District,at one individual school site,Post Secondary (18-22), ,Moderate knowledge,Extensive hands-on experience working with students with autism,Napa County SELPA,33
CAP1045,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),3,Reinforcement,Reinforcement,R,50,72.22222222,0,3, , ,3, ,0,1,0,1,28.77777778,5.547772326,1.473892285,0,1,0,R_1kMMV68YrX8eZk3,R_2rpcrkmDVkBWyWR,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Male,Decline to answer,Decline to answer,25 - 34,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School, ,Moderate knowledge,Extensive hands-on experience working with students with autism,Napa County SELPA,33
CAP1045,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),3,Prompting,Prompting,PP,66.66666667,63.15789474,0,1,1, , , ,1,1,0,1,37.84210526,6.312060303,1.589302761,0,1,0,R_1kMMV68YrX8eZk3,R_2rpcrkmDVkBWyWR,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Male,Decline to answer,Decline to answer,25 - 34,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School, ,Moderate knowledge,Extensive hands-on experience working with students with autism,Napa County SELPA,33
CAP1045,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),3,Modeling,Modeling,MD,75,25,0,2, ,2, , ,0,1,0,1,76,8.831760866,1.886490725,0,1,0,R_1kMMV68YrX8eZk3,R_2rpcrkmDVkBWyWR,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Male,Decline to answer,Decline to answer,25 - 34,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School, ,Moderate knowledge,Extensive hands-on experience working with students with autism,Napa County SELPA,33
CAP1049,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),3,Visual Supports,Visual Supports,VS,60,25,0,1,1, , , ,1,1,0,1,76,8.831760866,1.886490725,0,1,0,R_29gAZ2no0XOpIPN,R_3DjvDTdU3hR8bL9,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),ebpP2,Eligible,Yolo County SELPA,Woodland Joint Unified,9770,Female,Yes,White,25 - 34,76,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Other,BA,District,at one individual school site,High School,Yolo County SELPA,Little to no knowledge,Extensive hands-on experience working with students with autism,Yolo County SELPA,76
CAP1049,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),3,Prompting,Prompting,PP,100,0,0,3, , ,3, ,0,1,0,1,101,10.14889157,2.008600172,0,1,0,R_29gAZ2no0XOpIPN,R_3DjvDTdU3hR8bL9,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),ebpP2,Eligible,Yolo County SELPA,Woodland Joint Unified,9770,Female,Yes,White,25 - 34,76,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Other,BA,District,at one individual school site,High School,Yolo County SELPA,Little to no knowledge,Extensive hands-on experience working with students with autism,Yolo County SELPA,76
CAP1049,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),3,Modeling,Modeling,MD,50,0,0,2, ,2, , ,0,1,0,1,101,10.14889157,2.008600172,0,1,0,R_29gAZ2no0XOpIPN,R_3DjvDTdU3hR8bL9,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Prompting (PP),ebpP2,Eligible,Yolo County SELPA,Woodland Joint Unified,9770,Female,Yes,White,25 - 34,76,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Other,BA,District,at one individual school site,High School,Yolo County SELPA,Little to no knowledge,Extensive hands-on experience working with students with autism,Yolo County SELPA,76
CAP1053,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),3,PMII,Peer-mediated Instruction and Intervention,PMII,33.33333333,94.11764706,0,3, , ,3, ,0,1,0,1,6.882352941,2.980327657,0.896655877,1,2,1,R_3lB0z6icPFCIkuZ,R_3kplPu0ICM8j4Se,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),ebpP2,Eligible,Kern County Consortium SELPA,Di Giorgio Elementary,211,Female,No,White,55 - 64,21,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Program Specialist,Autism Specialist,Director of Special Education,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School",Kern County Consortium SELPA,Moderate knowledge,Moderate experience,Kern County Consortium SELPA,23
CAP1053,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),3,SM,Self-management,SM,50,93.75,0,2, ,2, , ,0,1,0,1,7.25,3.041381265,0.916453949,1,2,1,R_3lB0z6icPFCIkuZ,R_3kplPu0ICM8j4Se,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),ebpP2,Eligible,Kern County Consortium SELPA,Di Giorgio Elementary,211,Female,No,White,55 - 64,21,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Program Specialist,Autism Specialist,Director of Special Education,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School",Kern County Consortium SELPA,Moderate knowledge,Moderate experience,Kern County Consortium SELPA,23
CAP1053,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),3,Social Skills Training,Social Skills Training,SST,75,100,0,1,1, , , ,1,1,0,1,1,1.732050808,0.301029996,1,3,1,R_3lB0z6icPFCIkuZ,R_3kplPu0ICM8j4Se,Special Education Teacher (serving on a single school site),No, ,Social Skills Training (SST),Self-management (SM),Peer-mediated Instruction and Intervention (PMII),ebpP2,Eligible,Kern County Consortium SELPA,Di Giorgio Elementary,211,Female,No,White,55 - 64,21,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Program Specialist,Autism Specialist,Director of Special Education,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School",Kern County Consortium SELPA,Moderate knowledge,Moderate experience,Kern County Consortium SELPA,23
CAP1078,Special Education Teacher (serving on a single school site),No, ,Modeling (MD),Social Skills Training (SST), ,1,Modeling,Modeling,MD,50,82.35294118,0,1,1, , , ,1,1,0,1,18.64705882,4.543903479,1.293297545,0,1,1,R_1EhQVG805d4uZZl,R_1dAf4HNgJ7ESDEu,Special Education Teacher (serving on a single school site),No, ,Modeling (MD),Social Skills Training (SST), ,ebpP2,Eligible,Napa County SELPA,Napa Valley Unified,16750,Female,No,White,35 - 44,31,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)", ,Some knowledge,Moderate experience,Napa County SELPA,33
CAP1079,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),3,Visual Supports,Visual Supports,VS,60,95.83333333,0,1,1, , , ,1,1,0,1,5.166666667,2.677063067,0.790050474,1,3,1,R_2Ey1viZ0W04aD9K,R_V3GDWEyeW3aPfB7,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),ebpP2,Eligible,Irvine Unified SELPA,Irvine Unified,35617,Female,No,White,25 - 34,20,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,Masters,District,at one individual school site,Middle School,Irvine Unified SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Irvine Unified SELPA,22
CAP1079,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),3,FCT,Functional Communication Training,FCT,50,100,0,2, ,2, , ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_2Ey1viZ0W04aD9K,R_V3GDWEyeW3aPfB7,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),ebpP2,Eligible,Irvine Unified SELPA,Irvine Unified,35617,Female,No,White,25 - 34,20,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,Masters,District,at one individual school site,Middle School,Irvine Unified SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Irvine Unified SELPA,22
CAP1079,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),3,PECS,PECS,PECS,33.33333333,79.41176471,0,3, , ,3, ,0,1,0,1,21.58823529,4.856772106,1.353882303,0,1,0,R_2Ey1viZ0W04aD9K,R_V3GDWEyeW3aPfB7,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Functional Communication Training (FCT),Picture Exchange Communication System (PECS),ebpP2,Eligible,Irvine Unified SELPA,Irvine Unified,35617,Female,No,White,25 - 34,20,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,Masters,District,at one individual school site,Middle School,Irvine Unified SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Irvine Unified SELPA,22
CAP1090,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),3,Visual Supports,Visual Supports,VS,60,75,0,1,1, , , ,1,1,0,1,26,5.291502622,1.431363764,0,1,0,R_poCgS4Qzw9ovoNX,R_2VCoG0g9BfliF8A,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Mendocino County SELPA,Gilroy Prep, ,Male,Decline to answer,Decline to answer,35 - 44,26,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Other",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School,High School",Mendocino County SELPA,Moderate knowledge,Moderate experience,Mendocino County SELPA,28
CAP1090,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),3,Reinforcement,Reinforcement,R,100,84.21052632,0,3, , ,3, ,0,1,0,1,16.78947368,4.334682651,1.250163099,0,1,1,R_poCgS4Qzw9ovoNX,R_2VCoG0g9BfliF8A,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Mendocino County SELPA,Gilroy Prep, ,Male,Decline to answer,Decline to answer,35 - 44,26,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Other",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School,High School",Mendocino County SELPA,Moderate knowledge,Moderate experience,Mendocino County SELPA,28
CAP1090,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),3,Modeling,Modeling,MD,50,82.35294118,0,2, ,2, , ,0,1,0,1,18.64705882,4.543903479,1.293297545,0,1,1,R_poCgS4Qzw9ovoNX,R_2VCoG0g9BfliF8A,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Reinforcement (R+),ebpP2,Eligible,Mendocino County SELPA,Gilroy Prep, ,Male,Decline to answer,Decline to answer,35 - 44,26,3,school,DSP,Direct Service Provider,"Program Coordinator or Program Manager,Special Education Teacher (serving on a single school site)","Education Specialist Credential - Special Education Mild Moderate,Other",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School),Middle School,High School",Mendocino County SELPA,Moderate knowledge,Moderate experience,Mendocino County SELPA,28
CAP1092,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),3,Visual Supports,Visual Supports,VS,60,70,0,3, , ,3, ,0,1,0,1,31,5.744562647,1.505149978,0,1,0,R_3sXq8niQtBC8d5T,R_1meH1S5GESBiNrq,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Contra Costa SELPA,Brentwood Union Elementary,9049,Female,No,White,35 - 44,7,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Contra Costa SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Contra Costa SELPA,8
CAP1092,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),3,Reinforcement,Reinforcement,R,100,68.42105263,0,2, ,2, , ,0,1,0,1,32.57894737,5.880386668,1.526067078,0,1,0,R_3sXq8niQtBC8d5T,R_1meH1S5GESBiNrq,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Contra Costa SELPA,Brentwood Union Elementary,9049,Female,No,White,35 - 44,7,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Contra Costa SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Contra Costa SELPA,8
CAP1092,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),3,Prompting,Prompting,PP,33.33333333,59.375,0,1,1, , , ,1,1,0,1,41.625,6.604922407,1.629664392,0,1,0,R_3sXq8niQtBC8d5T,R_1meH1S5GESBiNrq,Special Education Teacher (serving on a single school site),No, ,Prompting (PP),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Contra Costa SELPA,Brentwood Union Elementary,9049,Female,No,White,35 - 44,7,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",BA,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Contra Costa SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Contra Costa SELPA,8
CAP1093,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Exercise,Functional Behavior Assessment,Modeling,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Task Analysis,Time Delay Procedures,Video Modeling,Visual Supports",Modeling (MD),Visual Supports (VS),Reinforcement (R+),3,Visual Supports,Visual Supports,VS,60,79.16666667,1,2, ,2, , ,0,3,1,1,21.83333333,4.881939505,1.358569317,0,1,0,R_2DOyGstjiZE67fU,R_2wN7lD5emlUgFFE,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Exercise,Functional Behavior Assessment,Modeling,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Task Analysis,Time Delay Procedures,Video Modeling,Visual Supports",Modeling (MD),Visual Supports (VS),Reinforcement (R+),ebpP2,Eligible,Monterey County SELPA,Pacific Grove Unified,2091,Female,No,White,25 - 34,29,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School,Monterey County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Monterey County SELPA,31
